Gene,NM_ID,S0_Ms1-10,S0_Ms1-7,S0_Ms1-8,S0_Ms1-9,S0_Ms1-5,S2_Ms2-4,S2_Ms2-6,S2_Ms2-8,S2_Ms2-10,S2_Ms2-7,S5_Ms3-4,S5_Ms3-3,S5_Ms3-7,S5_Ms3-8,S5_Ms3-10,S8_Ms4-1,S8_Ms4-2,S8_Ms4-3,S8_Ms4-4,S8_Ms4-6,S12_Ms5-1,S12_Ms5-2,S12_Ms5-3,S12_Ms5-4,S12_Ms5-5,S16_Ms6-1,S16_Ms6-2,S16_Ms6-4,S16_Ms6-5,S16_Ms6-6,T0_Ms1-10,T0_Ms1-7,T0_Ms1-8,T0_Ms1-9,T0_Ms1-5,T2_Ms2-4,T2_Ms2-6,T2_Ms2-8,T2_Ms2-10,T2_Ms2-7,T5_Ms3-4,T5_Ms3-8,T5_Ms3-10,T5_Ms3-7,T5_Ms3-3,T8_Ms4-1,T8_Ms4-2,T8_Ms4-3,T8_Ms4-4,T8_Ms4-6,T12_Ms5-1,T12_Ms5-2,T12_Ms5-3,T12_Ms5-4,T12_Ms5-5,T16_Ms6-1,T16_Ms6-2,T16_Ms6-4,T16_Ms6-5,T16_Ms6-6,L0_Ms1-10,L0_Ms1-7,L0_Ms1-8,L0_Ms1-9,L0_Ms1-5,L2_Ms2-4,L2_Ms2-6,L2_Ms2-8,L2_Ms2-10,L2_Ms2-7,L5_Ms3-4,L5_Ms3-3,L5_Ms3-7,L5_Ms3-8,L5_Ms3-10,L8_Ms4-1,L8_Ms4-2,L8_Ms4-4,L8_Ms4-6,L8_Ms4-3,L12_Ms5-1,L12_Ms5-2,L12_Ms5-3,L12_Ms5-4,L12_Ms5-5,L16_Ms6-1,L16_Ms6-2,L16_Ms6-4,L16_Ms6-5,L16_Ms6-6,B0_Ms1-10,B0_Ms1-7,B0_Ms1-9,B0_Ms1-5,B0_Ms1-8,B2_Ms2-4,B2_Ms2-6,B2_Ms2-10,B2_Ms2-7,B2_Ms2-8,B5_Ms3-4,B5_Ms3-8,B5_Ms3-7,B5_Ms3-3,B5_Ms3-10,B8_Ms4-2,B8_Ms4-1,B8_Ms4-3,B8_Ms4-4,B8_Ms4-6,B12_Ms5-1,B12_Ms5-2,B12_Ms5-4,B12_Ms5-5,B12_Ms5-3,B16_Ms6-1,B16_Ms6-2,B16_Ms6-5,B16_Ms6-6,B16_Ms6-4
Il12a,NM_008351.1,6.790120385,6.436461703,7.351027552,6.986410935,6.329482431,6.353146825,6.606146078,6.473462236,6.598871346,6.305240966,6.660780334,6.940871478,6.794675788,6.644288933,5.897240426,5.754620312,5.622930351,5.463360886,4.748461233,5.424250286,5.72410452,5.62058641,6.965437996,6.427438564,6.067165427,7.553206886,7.213638902,7.498250868,7.33467553,7.242602506,3.204766751,4.279471296,4.121844298,2.942983598,3.29130886,2.50589093,3.622930351,2.942983598,2.121015401,3.27351589,2.786596362,4.229587923,3.998195503,3.051372102,4.108524457,3.250961574,3.09592442,3.375734539,3.418189948,2.241840184,2.914564523,2.765534746,3.116031993,2.244887059,2.021479727,3.635754391,3.025028794,1.799087306,1.851998837,3.196921734,7.080977374,6.726422541,7.116031993,6.446090774,6.619266268,5.508428653,6.208868371,5.985955755,7.106955457,5.98230913,6.601250805,6.292413668,6.108733528,6.279285561,5.998195503,6.38767272,5.955126781,6.39420543,5.896514054,6.419707421,6.550285049,6.13093087,6.826421372,6.394719913,6.940049262,6.747655933,6.707359132,6.983107617,6.90014226,6.725741157,7.294896397,7.288173968,7.309339922,6.949184722,7.500722397,7.247547807,8.013183074,6.612942196,7.281790965,7.524502537,6.723285505,6.988230223,6.706254254,6.845364594,6.987889281,7.237831369,7.049304033,7.327328083,6.980139578,7.312247667,7.840148475,7.24431626,7.338246117,7.464423223,7.270715808,7.617283788,8.005175391,7.952857706,7.806710718,7.989990473
Il12b,NM_008352.1,5.805292456,5.250582665,5.253611152,5.212569339,5.411765185,5.964167561,5.375734539,5.428946345,4.812498225,5.534808661,4.561326136,4.587364991,4.385431037,4.21800615,5.175923742,3.716990894,4.622930351,4.443606651,4.34269696,4.715344295,5.455162801,4.865918815,5.781097381,5.128045891,5.626439137,5.801158656,5.469560422,5.567119488,5.749802402,5.747924416,4.205548911,3,4.557655155,3.458119481,4.007195501,2.632268215,2.622930351,2.835924074,2.821710215,2.769771739,2.6622055,2.908812908,3.87774425,2.89917563,3.480265122,3.599317794,3.850999395,5.960928667,5.131342539,3.489286023,4.211012193,3.311793718,4.0721058,3.621758857,3.508428653,4.455491621,5.157852169,3.240314329,4.376429311,4.40599236,6.375387027,6.076815597,6.454175893,5.532628658,6.326069892,6.018589668,6.460414939,6.047232996,6.219362158,6.482686971,5.385431037,4.70763522,4.656496371,5.446587085,4.689858236,6.017253839,6.222263604,6.619413011,5.658211483,6.71781349,7.030225709,7.063826477,6.705425039,6.321747747,6.534030467,6.77148947,6.320304149,6.255123015,6.805808349,6.204962331,4.436961338,2.95419631,2.724650272,3.851998837,3.137503524,4.206330648,1.883620816,3.153805336,3.927896454,3.436961338,3.215678597,1.956056652,2.049630768,3.844988157,3.683696454,3.215678597,6.131754091,2.007195501,4.778734244,2.99095486,4.724650272,0.941106311,3.897240426,4.294253136,4.14974712,4.981852653,3.826802684,2.889473543,3.681449265,2.952333566
Il12rb1,NM_008353.2,5.027684877,4.882643049,4.931683057,4.902556005,5.196134881,5.272396509,5.884842094,5.786596362,4.882643049,5.032100843,5.123086751,5.061344188,5.029011087,4.972692654,5.425929205,3.054848477,3.500802053,3.080657663,3.269033146,3.407352751,4.491853096,4.772413555,4.906409617,4.012568674,4.234194723,5.138323004,4.847996907,5.185073638,4.913128768,4.610581958,3.94204526,4.192194165,5.493775408,5.345183447,3.7322692,5.314333994,5.658211483,5.018812186,5.098032083,6.092334311,5.50589093,5.334139179,5.729280846,5.314696526,5.343052435,5.250961574,4.183486514,6.721782768,6.377817853,4.826802684,4.263034406,3.764473551,5.910492832,4.754353072,3.655351829,6.738497644,5.95419631,3.576522138,4.525442506,6.016362599,5.7106687,5.652486495,5.195347598,6.172327492,5.461724992,5.923386916,6.460414939,5.549669171,4.956521363,5.712045449,5.679198571,6.002927502,6.023033519,5.69432306,5.690137693,5.517590658,5.827310944,6.12742693,5.542877099,5.488964817,6.057233635,5.559185866,5.241458871,5.54689446,5.256633295,5.794935663,6.174526265,5.162290614,5.055716264,6.325170512,4.758622982,3.828834649,4.724650272,4.382667253,4.3305584,5.965553435,6.34323014,4.433627167,5.967629753,5.863442934,3.215678597,3.655351829,3.748461233,4.430285273,4.590961241,4.800641097,4.546585829,4.005399988,4.04176865,5.312156888,5.724650272,5.028127082,4.675251386,5.21218021,4.734438666,5.081083929,4.964860664,3.404630684,4.029452886,3.367371066
Il12rb2,NM_008354.3,6.150965784,5.83541884,6.069100632,5.843481425,6.411934625,6.594249948,6.997292408,6.473462236,6.372952098,7.16158541,6.256444596,6.77478706,6.725195817,6.484782623,5.920531506,4.375734539,5.113950482,4.85847839,4.635173947,4.742545234,5.813524689,4.324810603,6.275752049,6.071247819,5.626439137,6.483976963,5.27686883,6.2492557,5.938756261,5.988911865,3.427606173,1.778208576,4.203984166,3.135863165,2.482848283,2.217230716,2.107687869,0.722466024,1.117695043,2.508428653,2.6622055,2.229587923,2.675815931,2.72900887,2.341985747,3.491853096,2.416839742,4.745237332,3.708187236,2.411426246,2.456806149,2.386810946,3.612352499,2.244887059,2.700439718,4.0721058,3.716990894,2.163498732,2.659924558,3.003602237,5.108106224,5.796753477,5.911691582,5.691254979,5.791032617,6.418189948,6.770829046,6.217230716,6.093813673,6.23935985,6.075104722,6.270342053,5.408372204,6.201241771,6.025693274,6.085976949,5.716442237,6.277240898,6.255500733,6.658925511,5.550285049,5.993447932,5.998195503,5.698774109,6.11914864,6.300123725,5.789729251,5.714520291,5.766330131,6.204962331,5.173926932,4.828834649,5.209843231,5.682573297,5.237640195,5.791553633,5.928370323,4.346247774,5.565597176,5.758889433,4.463360886,5.124741692,4.507160349,4.545968369,4.491211756,5.674969031,5.54689446,5.590362488,6.915998852,6.160274831,5.802710219,5.69543711,5.549669171,5.124741692,5.287250643,5.174326515,4.89772447,4.66732447,5.079804755,4.689858236
Il13,NM_008355.2,4.743622676,4.098453246,3.931683057,3.580145484,3.701549057,4.478971805,2.998195503,3.750606505,3.812498225,3.617063344,3.339137385,3.224966365,3.969933275,3.025028794,4.136683578,3.557042415,3.220329955,2.974529312,2.189033824,2.715893371,4.339850003,4.03562391,4.643278996,2.427606173,3.934516502,4.138323004,3.469885976,3.600507645,2.427606173,2.61117238,3.320484678,2.513490746,3.35614381,2.13422094,3.184280294,3.13422094,2.622930351,3.135863165,1.443606651,3.27351589,3.371558863,3.367371066,2.353323291,3.314696526,3.606442228,2.961623328,2.266036894,3.698218478,2.570462931,2.825785627,2.625270489,2.386810946,2.72900887,1.922197848,2.700439718,2.869871406,2.324810603,2.799087306,2.438292852,2.518535139,4.160274831,4.211790976,3.847996907,3.106013238,4.761285273,4.712045449,5.276124405,4.632268215,4.012568674,4.084064265,4.753283616,3.570462931,3.993674362,4.253989266,4.385431037,5.183089461,4.0721058,3.934516502,4.372952098,3.810443104,3.887525271,4.808899839,4.47118746,3.861955364,4.211790976,4.425593578,3.204766751,3.255500733,4.181102551,4.48864354,4.173926932,4.069530325,2.403267722,3.682573297,2.653060017,4.593353771,4.343407822,2.931683057,4.458775699,4.759155834,4.537296067,3.124328135,3.217230716,4.545968369,4.006298024,4.385431037,6.868760834,5.464994927,5.456477629,4.79753184,6.309612772,4.262282806,4.412104045,4.124328135,3.997292408,5.496334513,2.827819025,3.08236197,3.392317423,3.827819025
Il13ra1,NM_133990.4,8.42488011,8.113481728,8.12531014,8.206916673,8.302638924,9.379183395,9.245243694,9.047396608,8.998139076,9.668902708,9.392896961,9.284569655,9.437876886,9.344739746,9.330513584,6.735928284,7.407777611,6.858354058,6.404290064,6.83491343,7.579014166,6.974185117,8.076441517,8.056800263,7.668814088,8.547550081,8.366759328,8.083213368,8.105856141,8.259931531,7.597605661,6.746850183,8.056637715,7.643567622,7.25219234,7.405056346,7.54851369,7.578938713,7.521757459,8.159820892,7.933513626,8.122206791,8.340028102,7.636552121,7.815383296,8.251103639,7.692441147,8.633358551,8.75828985,7.979682414,7.684608376,7.544114402,8.258989947,8.133604623,7.683696454,8.796623709,8.222698318,7.499845887,8.322784441,8.540515547,8.989649947,9.497193195,9.418738108,8.325440385,9.247785135,9.82374936,10.05977707,9.58644576,9.667892125,9.843858256,9.80634017,9.493495231,9.714365737,9.790723174,10.10351075,9.834597458,8.800446965,9.329616971,9.632649927,9.868344149,9.086958871,9.198248576,9.525638256,8.912889336,9.478971805,9.628627802,9.127684863,8.730945579,9.22568946,8.107583262,8.04176865,7.976650038,7.96468742,8.297145552,8.024253182,8.534030467,8.258895755,8.438999719,8.851030638,8.408626954,6.915998852,6.908932967,7.070389328,7.531927242,7.853995647,8.482283612,9.354161208,8.982679911,8.948396436,8.529469598,8.684012185,8.41629086,8.430201626,9.124560776,8.06619685,7.583759754,7.603329616,7.574328615,7.622637567,7.322198575
Il13ra2,NM_008356.3,4.467931546,5.016139703,5.516330387,4.958842675,4.996840648,6.404800964,5.845239126,6.101397952,5.660209873,6.280213996,4.628190335,5.172327492,4.970393538,5.172327492,4.288358562,4.276496666,4.221103725,4.27351589,3.66448284,3.87282876,4.257010618,4.566206293,5.713970692,4.597531174,4.321928095,5.801158656,5.147713722,4.998646839,4.565597176,4.811984719,3.204766751,2.192194165,3.204766751,3.135863165,2.653060017,2.217230716,2.759155834,2.942983598,0.704871964,2.992768431,2.201633861,2.908812908,3.746312766,3.189033824,3.606442228,3.250961574,2.555816155,4.491211756,2.570462931,2.411426246,3.778208576,2.970853654,2.350497247,2.09085343,2.700439718,3.635754391,3.572889668,1.992768431,3.100977648,3.443606651,6.762348816,6.880195729,7.399342019,6.373126158,7.176322773,8.11504365,7.914624316,8.024585638,7.378598321,7.843858256,8.276775798,8.074462621,8.413924053,8.388921378,8.01886781,6.303598117,7.015024705,7.651051691,7.512463944,7.889838551,7.184974494,7.51955763,7.012903833,7.077242999,7.21218021,7.484621527,7.23457796,6.983107617,7.11987489,6.810571635,6.343763122,6.391630262,6.309430878,5.930264245,6.003152449,6.460251099,6.716716592,4.99004722,6.64096791,6.244506551,5.641835002,5.762083004,5.691813297,5.70348835,4.771357409,5.915998852,6.662347939,6.397802962,6.363521544,5.449561375,5.642123916,5.847495884,6.177718511,6.168922782,5.956985925,6.38387706,5.675251386,6.541948425,6.287804709,6.476543706
Il15,NM_008357.2,5.83491343,5.83541884,6.001802243,5.543805176,5.701271802,6.838573653,6.942162586,6.804001915,6.397289578,6.890203467,6.397631854,6.504779271,7,6.660922914,5.824258697,4.224194664,4.735522177,4.227278994,3.775050541,4.102658131,5.661350569,5.187451054,6.643423316,5.515069014,5.556122818,5.875042803,6.124948427,5.813011549,5.913128768,5.988911865,4.205548911,4.51412226,4.493775408,4.135863165,3.484138131,4.6622055,4.344828497,4.595742339,3.979110755,4.542877099,4.009884589,5.193377511,4.308156975,4.587364991,5.02103548,5.11353382,4.266036894,5.376081967,5.106432078,4.94204526,4.263034406,4.193771743,4.237257771,3.828834649,3.909773104,4.906409617,5.025471815,3.945794957,4.312519967,4.750606505,6.375387027,6.448900951,7.017476563,6.172327492,6.568640195,7.382840144,7.489045125,7.106222673,6.704871964,7.084170592,7.089476964,6.514753498,7.008204497,7.061128135,6.690137693,6.888499736,6.412442825,7.22554487,7.002252452,7.028127082,7.096767855,6.841469999,6.72342204,6.244696818,6.569703738,6.885086225,7.143434237,6.714657657,7.150864268,6.890811455,6.375560793,6.25190841,5.956985925,6.354910512,6.188836073,6.412950846,6.468909092,5.931210275,6.780572574,6.607034346,5.641835002,5.655351829,5.829342194,5.652773285,5.893604905,6.996840648,7.546817308,7.397717411,7.211401637,7.544887178,6.980939266,6.298108403,6.582254908,6.905928478,5.997744026,6.496334513,6.260213887,5.508745554,6.029011087,5.794155898
Il15ra,NM_008358.2,5.679761574,6.371558863,6.417008587,6.09148828,6.307974897,7.514359007,7.21451341,6.618825953,6.982195024,7.16158541,5.81275491,6.525755693,5.970163425,5.918386234,6.116031993,4.791293149,5.271276259,5.18030702,4.951401292,4.921721947,6.002477504,5.672990994,5.906409617,5.950934928,5.556122818,6.107897062,5.902556005,5.998646839,5.833902077,5.90303827,4.375039431,4.099295204,5.078524445,4.305970521,4.007195501,3.691534165,3.469885976,3.22342255,2.580145484,4.433627167,3.371558863,3.493134922,4.109360559,3.430285273,4.020591095,4.376429311,3.797012978,5.217230716,4.458119481,3.63343121,3.847996907,3.386810946,4.519793486,3.828834649,4.160274831,5.479295243,5.025471815,3.635754391,3.496973581,5.078951341,7.185866545,7.172627522,6.780441343,6.874428132,7.09518601,7.749400182,7.945853468,7.148832445,7.312519967,7.743622676,7.145575566,7.166815852,7.266318057,7.304419775,7.204668951,7.034743949,6.918028379,7.13873257,7.460414939,7.334496768,7.606072031,7.292137545,6.922673593,6.624832002,6.826929766,7.440620048,7.707359132,7.062531903,6.90014226,7.295998462,6.27817065,5.8928767,5.987320866,5.930264245,6.085764554,6.949067966,6.906289347,6.253043795,7.098137385,6.626877135,5.739037979,5.81275491,5.905928478,4.845490051,6.542103246,6.259837401,6.662347939,6.464831606,6.15704371,6.745237332,6.683977107,5.798569004,5.997292408,6.124534929,6.66063774,6.531849286,5.931683057,5.126807703,5.745237332,5.537917249
Il16,NM_010551.3,10.86416293,10.49749262,10.84080939,10.52648946,10.60717309,10.2653103,10.40329968,10.50047344,10.79411527,10.50935935,10.42510048,10.43826166,10.54138706,10.4016582,10.17462613,7.804582801,8.848059522,8.08395793,7.862947248,8.104913203,9.259743264,8.531030492,9.98688019,9.612352499,9.645712465,10.52330711,10.10177875,10.11942103,10.07020146,10.14637775,4.205548911,2.778208576,5.557961427,4.135863165,3.7322692,3.368768349,3.207892852,3.595742339,3.207892852,5.043519494,3.845991771,3.814550423,3.87774425,2.72900887,3.721372659,4.315421316,3.555816155,6.449231201,5.438292852,3.826802684,3.543495883,3.970853654,4.642701572,4.445594291,4.678071905,5.738497644,5.784242222,3.69265037,4.344828497,5.345893086,10.83784077,10.42820312,10.81852626,10.65990672,10.84166655,10.28417633,9.986524708,10.30937403,10.74508603,10.04675569,10.44949947,10.46103941,10.28941952,10.34276362,10.2836093,10.39945952,10.61265659,10.4152136,10.09401169,10.43441973,10.05720655,10.22921538,10.43201985,10.36096776,10.30360953,10.23518853,10.23827336,9.952173375,10.39883987,10.26250598,9.700543755,9.715807591,9.574877308,9.82456103,9.659460801,9.319897877,9.09333833,9.467768557,9.546161354,9.566358533,8.683170083,8.818965567,8.69543711,8.805421446,8.572851782,10.37535444,11.43351763,10.87884793,10.9118788,11.08304712,9.890112246,10.00393949,9.787314917,10.138579,9.883070904,9.185569256,9.87818889,9.609972833,9.605460998,9.745170091
Il17a,NM_010552.3,3.805292456,1.929790998,3.609991295,3.580145484,3.049630768,3.893362211,4.135042286,2.750606505,3.659924558,3.617063344,3.49057013,3.224966365,3.555816155,2.541019153,2.773996325,3.557042415,2.873813198,3.080657663,2.480265122,2.014355293,3.491853096,4.324810603,4.321206567,3.012568674,3.819668183,1.550900665,3.317593505,2.724650272,2.427606173,3.09592442,2.62058641,3.192194165,3.204766751,3.305970521,2.482848283,2.370164281,2.759155834,2.137503524,2.121015401,2.64385619,2.010779839,0.910732662,1.678071905,2.053111336,3.480265122,1.790772038,2.416839742,3.112700133,2.707082992,2.241840184,2.914564523,1.871843649,1.350497247,1.731183242,2.021479727,3.35614381,2.784503983,1.316145742,1.851998837,2.003602237,3.160274831,3.989139007,3.710393192,2.691534165,3.346247774,3.463360886,4.138323004,3.632268215,3.771885579,4.432291338,4.518535139,3.570462931,4.315421316,3.032100843,3.297191417,4.907371414,3.0721058,2.12763328,3.17951105,3.658782734,4.389566812,3.519793486,4.084064265,3.377123749,2.797012978,4.010779839,3.204766751,3.577730931,3.918386234,3.681449265,4.021479727,4.276496666,3.724650272,1.682573297,3.137503524,3.675815931,4.343407822,2.344828497,3.080657663,3.606442228,3.800123353,3.276496666,3.370164281,3.844988157,3.683696454,4.023255352,5.54689446,4.590362488,4.778734244,2.99095486,5.014355293,4.747924416,3.897240426,4.294253136,4.14974712,4.174725988,3.50589093,3.54225805,3.543495883,4.175524601
Il17b,NM_019508.1,4.679761574,4.452200049,3.931683057,4.958842675,4.241840184,4.963936452,4.675251386,4.5987225,4.660495132,4.447579197,4.256255873,4.809414444,4.292045492,3.676944359,3.426264755,3.468583317,2.873813198,3.360364277,2.827819025,3.336283388,5.027684877,5.187451054,5.491532462,5.515069014,3.934516502,5.012568674,4.469234794,4.388878339,3.427606173,3.989139007,4.478324711,4.279471296,4.678071905,4.135863165,4.438292852,4.507160349,4.470536865,4.384049807,4.547203025,4.314696526,4.202417722,3.814550423,4.308156975,4.051372102,4.544732656,4.745775149,4.00270252,4.545968369,3.833902077,4.148120631,5.543186525,4.386121157,4.313245852,4.413458688,4.87036472,4.502712486,5.132165525,4.515384461,4.438292852,5.218393711,4.440287821,4.86393845,3.558267634,3.106013238,3.635754391,4.856487779,5.06436554,3.632268215,4.219555769,4.324810603,5.289096702,3.418189948,4.495695163,4.031218731,3.757023247,4.244887059,3.0721058,4.297191417,4.896271849,4.073820233,4.825785627,4.34978987,2.704871964,4.224966365,3.212569339,5.088735246,5.263785614,4.255500733,4.683696454,5.266411766,5.311430456,5.013015536,4.102658131,5.205939832,4.418189948,4.827819025,4.053980168,4.253232939,4.845490051,4.896271849,4.023255352,4.414135533,5.047887329,5.600210274,5.269033146,4.915998852,8.131754091,7.21490191,6.15704371,6.897240426,5.876762491,5.188638295,3.897240426,5.584060534,5.827819025,5.566510756,4.59275601,3.889473543,4.865423978,4.689858236
Il17f,NM_145856.2,3.9202933,2.250961574,3.416839742,2.843983844,4.049630768,3.57167681,3.482848283,4.236492618,2.073820233,3.447579197,3.168321116,3.738767837,3.555816155,2.541019153,3.288358562,3.639232163,3.87282876,2.857980995,2.341985747,2.922197848,4.628773595,4.672990994,3.64385619,3.749534268,3.040892431,4.012568674,2.95419631,3.140778656,0.111031312,2.61117238,1.941106311,1.778208576,2.841973119,3.135863165,0,2.217230716,2.469885976,3.384049807,2.704871964,1.992768431,3.201633861,3.608809243,3.35473424,3.430285273,3.021479727,3.599317794,3.266036894,3.112700133,2.948600847,2.56315813,2.456806149,2.523561956,3.196921734,2.72900887,1.871843649,3.35614381,1.910732662,2.163498732,2.176322773,2.195347598,4.745237332,4.797012978,4.635754391,3.427606173,3.983677695,4.634012356,5.276124405,4.549669171,4.219555769,4.084064265,4.338424415,3.948600847,4.578334949,4.905928478,4.105175192,4.566815154,4.0721058,3.297191417,3.831877241,4.73714592,3.472487771,4.671293372,3.842978832,3.377123749,4.381975479,5.300123725,3.789729251,2.253989266,4.683696454,4.003602237,3.658782734,3.828834649,3.401903472,4.267535798,3.653060017,3.827819025,3.691534165,3.667892125,2.759155834,2.759155834,3.215678597,2.761285273,1.632268215,3.166715445,3.683696454,4.915998852,5.283921772,5.005399988,4.456806149,4.575312331,4.554588852,3.94016675,3.675815931,3.709290636,3.148934105,3.495695163,2.09085343,3.54225805,3.806324057,3.174725988
Il17ra,NM_008359.1,10.5411063,10.04492683,10.36947739,10.46065043,10.02331081,9.629811944,9.7994921,9.825610749,10.36069348,9.477980825,10.35624287,10.36565536,10.138515,10.33046877,10.12625275,9.176547179,9.239980333,9.08236197,9.022007094,9.12722055,9.344540036,9.245077275,9.983321423,9.498928966,9.689526311,10.25883688,9.946862423,10.08176303,9.971601031,9.860140312,7.691813297,7.651625784,7.988457473,7.974988112,7.648968688,7.730436171,7.987093437,7.874120698,7.821327554,7.999154423,7.874612561,7.913547678,8.258094873,7.735319081,7.98099637,7.971601031,7.35834351,8.09934781,7.795390331,7.655208697,7.574707046,7.722534332,7.860652481,7.722602637,7.376602952,8.235200503,7.898510697,7.397203996,7.670160514,7.984133595,10.64303542,10.40585412,10.5729465,10.49429559,10.51172301,10.07132828,9.879996702,10.19363624,10.48995832,10.05305702,10.33819039,10.18751291,10.23644478,10.30595912,10.37591912,10.93812403,10.3682991,10.65008239,10.32127423,10.60920645,10.19410429,10.21072004,10.35938719,10.37005527,10.43979972,10.46094729,10.25651536,10.11629197,10.33273031,10.25495773,10.39301499,10.55168904,10.61676937,10.62203351,10.49695361,10.27925073,10.34126306,10.56297694,10.57044396,10.39563053,9.699364232,9.787657737,9.549823165,9.796704815,9.89842,11.16968077,11.9702677,11.81597162,11.88281879,11.6941968,10.59637614,10.75912254,10.95607118,10.86771117,10.68577374,9.44580118,10.42864282,10.26861217,10.14953121,10.27184816
Il17rb,NM_019583.3,5.54225805,4.628773595,5.779522387,4.843481425,5.286511558,5.964167561,5.923386916,5.286881148,5.812241495,5.804776378,5.123086751,5.275379596,5.029011087,5.124741692,5.214124805,3.992768431,4.458119481,4.131754091,3.341985747,4.224194664,5.339493738,5.187451054,6.450881315,6.285402219,4.04176865,5.762614579,5.395405605,5.185073638,5.012568674,5.375734539,3.527320608,4.362469889,4.203984166,3.305970521,3.484138131,3.368768349,3.207892852,3.305970521,1.704871964,2.885574364,3.787641414,3.995484519,3.523561956,3.189033824,4.108524457,4.491853096,3.09592442,4.112700133,2.056583528,3.148934105,3.778208576,3.234194723,3.550900665,2.827819025,2.160274831,3.870857864,3.572889668,2.313245852,2.438292852,3.518535139,6.107897062,6.554128344,6.246027981,5.315783575,5.904243227,6.508428653,7.026025399,6.243745235,6.482525641,6.753952119,6.431288654,5.802451741,6.052241981,7.001014038,6.320123598,6.86913112,5.800382248,6.485104761,6.799216853,7.309157994,6.302319051,6.303780748,6.266224342,5.912889336,6.070174625,6.395234212,7.37477868,6.34269696,6.211012193,6.204962331,6.579843886,6.61721031,6.130313146,6.326249701,6.773732651,6.260966565,6.40752271,6.686080264,6.86678437,6.626877135,5.385431037,4.709842019,5.135452784,5.489286023,5.076388069,7.122362117,7.546817308,7.253327501,7.456559766,7.312247667,6.508903979,6.495055528,5.89772447,6.211985606,5.956985925,6.26171885,5.862947248,5.697106574,5.713695815,5.653346693
Il18,NM_008360.1,9.648663167,9.428443926,9.543283206,9.61167036,9.66190277,10.87332106,11.05150126,10.4897075,10.57911791,11.41526114,10.65069277,10.88794407,11.07879127,10.83916441,11.09115105,8.276543191,8.751041874,8.360847084,7.968954728,8.172127437,8.996162743,8.748360595,9.87229011,9.228361765,9.116837772,9.829326336,9.573855436,9.753584481,9.565292521,9.578410433,6.37521324,6.21451341,6.964976149,6.735657559,6.438292852,7.418189948,7.500244367,7.374430938,6.895666158,7.399683809,7.963763096,8.07783047,7.759355602,7.958494716,8.020979939,8.100031515,6.922792504,8.000450772,8.103392728,7.642484978,6.433126376,6.572131751,7.24688308,7.003827078,6.52089364,7.455573814,7.29636563,6.554281863,7.023033519,7.047996356,8.562471405,8.375995117,8.348064185,8.344695368,8.547010179,9.900715891,9.850014892,9.479133533,9.73038522,10.38623974,9.379659947,9.442694734,9.568184151,9.523248293,10.23439833,9.221925402,8.847307955,9.460660665,8.92751132,9.111031312,8.67302634,9.182518504,9.009240785,8.937550376,9.495275435,8.985386577,8.361373599,8.638906478,8.858416225,8.48864354,8.27817065,8.183089461,7.972290573,7.891905188,8.072266615,9.72285875,9.719936359,8.282856762,9.837754065,9.269968201,7.158054213,7.389394724,7.802839441,6.995145287,7.803033252,7.996840648,7.769176663,8.380461065,8.128973835,8.119563684,8.154615611,8.017365205,8.134734336,8.490890979,8.311612098,7.682151888,7.981053471,8.33516701,7.942866339,8.18814373
Il18r1,NM_001161842.1,8.380157992,7.703349915,8.303095762,7.850999395,8.074837215,7.525990538,7.884842094,7.928844037,8.403225109,7.914923239,8.245695305,8.237448996,8.014634253,8.377904593,7.873259534,5.754620312,6.622930351,6.295723025,6.139551352,6.243554843,7.064473329,6.865671418,7.730911624,7.493535259,7.652056204,7.801158656,7.709842019,7.762747442,7.785354378,7.888317073,4.14404637,4.362469889,5.557961427,4.384049807,4.007195501,3.691534165,3.760220946,3.458119481,3.121015401,3.770829046,3.6622055,3.493134922,3.261530815,3.051372102,4.020591095,4.184280294,4.050501697,6.745237332,4.863442934,2.700439718,3.543495883,3.386810946,3.885574364,3.565597176,4.285402219,5.479295243,5.553667688,3.516015147,3.496973581,4.896756218,9.458919207,9.026495778,9.66186715,9.004136178,9.407543953,9.215533,9.324383095,9.487458212,9.17980959,9.297122619,9.683959568,9.374648286,9.682099203,9.775099939,9.601547961,9.353168885,9.162643086,9.171902342,9.550323533,9.864015859,9.528727582,9.744093804,9.607533756,9.472751754,9.587214952,9.291953434,9.712647363,9.156083076,9.482021368,9.360781256,7.327687364,7.0558247,7.345005983,7.601325099,7.188737187,7.234003066,7.826421372,7.485748821,7.769507291,7.685029069,6.405311683,6.509379149,6.092334311,6.822730148,6.411934625,8.122362117,8.743185062,8.448364134,8.796396587,8.784700272,7.336104825,7.555279338,7.357112092,7.446504379,7.582706527,6.422233001,7.090324176,6.824004051,6.266224342,6.997292408
