Gene,NM_ID,S0_Ms1-10,S0_Ms1-7,S0_Ms1-8,S0_Ms1-9,S0_Ms1-5,S2_Ms2-4,S2_Ms2-6,S2_Ms2-8,S2_Ms2-10,S2_Ms2-7,S5_Ms3-4,S5_Ms3-3,S5_Ms3-7,S5_Ms3-8,S5_Ms3-10,S8_Ms4-1,S8_Ms4-2,S8_Ms4-3,S8_Ms4-4,S8_Ms4-6,S12_Ms5-1,S12_Ms5-2,S12_Ms5-3,S12_Ms5-4,S12_Ms5-5,S16_Ms6-1,S16_Ms6-2,S16_Ms6-4,S16_Ms6-5,S16_Ms6-6,T0_Ms1-10,T0_Ms1-7,T0_Ms1-8,T0_Ms1-9,T0_Ms1-5,T2_Ms2-4,T2_Ms2-6,T2_Ms2-8,T2_Ms2-10,T2_Ms2-7,T5_Ms3-4,T5_Ms3-8,T5_Ms3-10,T5_Ms3-7,T5_Ms3-3,T8_Ms4-1,T8_Ms4-2,T8_Ms4-3,T8_Ms4-4,T8_Ms4-6,T12_Ms5-1,T12_Ms5-2,T12_Ms5-3,T12_Ms5-4,T12_Ms5-5,T16_Ms6-1,T16_Ms6-2,T16_Ms6-4,T16_Ms6-5,T16_Ms6-6,L0_Ms1-10,L0_Ms1-7,L0_Ms1-8,L0_Ms1-9,L0_Ms1-5,L2_Ms2-4,L2_Ms2-6,L2_Ms2-8,L2_Ms2-10,L2_Ms2-7,L5_Ms3-4,L5_Ms3-3,L5_Ms3-7,L5_Ms3-8,L5_Ms3-10,L8_Ms4-1,L8_Ms4-2,L8_Ms4-4,L8_Ms4-6,L8_Ms4-3,L12_Ms5-1,L12_Ms5-2,L12_Ms5-3,L12_Ms5-4,L12_Ms5-5,L16_Ms6-1,L16_Ms6-2,L16_Ms6-4,L16_Ms6-5,L16_Ms6-6,B0_Ms1-10,B0_Ms1-7,B0_Ms1-9,B0_Ms1-5,B0_Ms1-8,B2_Ms2-4,B2_Ms2-6,B2_Ms2-10,B2_Ms2-7,B2_Ms2-8,B5_Ms3-4,B5_Ms3-8,B5_Ms3-7,B5_Ms3-3,B5_Ms3-10,B8_Ms4-2,B8_Ms4-1,B8_Ms4-3,B8_Ms4-4,B8_Ms4-6,B12_Ms5-1,B12_Ms5-2,B12_Ms5-4,B12_Ms5-5,B12_Ms5-3,B16_Ms6-1,B16_Ms6-2,B16_Ms6-5,B16_Ms6-6,B16_Ms6-4
Cd28,NM_007642.4,57.08,32.36,41.2,45.46,49.67,68.37,33.54,49.81,46.36,49.09,52.84,45.4,43.1,36.06,42.99,24.23,27.97,19.34,9.13,9.09,33.74,40.09,67.48,40.35,17.64,51.36,40.99,37.48,23.68,25.65,9.22,22.85,13.31,6.59,11.89,9.3,11.7,12.64,7.07,8.53,9.78,12.2,14.7,14.92,17.25,11.25,14.97,20.76,10.1,13.6,8.23,8.36,6.63,7.58,4.06,19.02,10.02,1.99,4.52,9.74,88.13,71.47,87.68,62.43,74.58,102.07,68.69,77.15,77,84.8,93.04,91.44,67.68,94.02,68.84,66.35,99.9,96.13,71.22,88.42,73.99,71.36,95.23,90.37,71.82,77.01,61.47,23.87,72.57,73.77,34.29,31,25.11,25.68,23.9,35.51,33.22,22.88,27.06,31.14,27.87,16.48,19.64,44.92,38.56,44.12,179.2,88.33,65.87,63.57,73.44,38.38,27.68,50.15,49.7,67.71,35.49,18,33.82,36.13
Cd33,NM_001111058.1,219.02,161.79,155.63,178.24,190.4,410.25,400.85,378.31,398.95,512.68,318.15,324.51,299.1,381.51,252.06,87.21,113.87,85.81,53.25,77.29,205.83,125.73,299.92,295.87,321.12,233.31,252.56,271.2,170.03,217.39,11.53,10.28,11.26,20.88,9.79,10.33,10.47,13.19,11.96,30.7,22.43,17.83,26.2,9.95,16.23,41.55,9.09,43.26,24.95,23.65,22.63,15.16,15.8,17.52,15.03,29.99,19.41,9.45,18.06,34.94,237.57,289.86,264.35,133.48,250.86,466.22,424.46,389.9,317.92,329.96,434.2,393.06,319.84,457.85,334.35,894.13,197.69,442.42,438.99,631.55,288.55,276.51,271.34,245.15,296.56,376.1,258.17,202.9,244.92,173.19,810.4,842.2,872.36,1190.81,842.66,974.27,787.96,997.92,1452.96,944.99,215.97,211.27,245.01,255.14,253.86,1762.54,5001.93,4083.26,3727.06,2975.91,1195.67,1230.24,1194.51,1336.56,1100.48,566.48,685.59,484.95,592.4,631.07
Cd34,NM_001111059.1,256.3,217.94,230.4,291.89,318.12,603.48,729.84,495.44,327.31,665.39,728.48,612.95,579.92,645.54,514.86,309.4,255.05,232.66,155.2,185.39,173.21,171.29,342.41,239.39,223.49,302.27,315.7,329.63,286.25,415.23,352.8,230.79,534.55,290.06,219.59,192.74,226.01,362.08,165.28,346.83,183.5,310.53,173.85,127.69,149.16,414.6,129.35,242.24,136.02,251.83,191.33,266.62,251.8,215.96,287.26,343.75,673.24,243.16,332.84,637.58,779.11,1433.44,855.85,564.06,714.16,1375.22,1745.4,1339.18,992.27,1019.18,911.55,902.51,1154.6,1403.54,951.43,1543.39,545.76,589.89,1432.23,1194.33,998.83,965.87,817.94,625.35,792.37,1081.74,1329.29,1685.23,931.3,609.36,276.15,324.22,319.86,293.69,240.22,1164.58,751.05,443.66,1004.72,959.88,355.31,397.35,354.6,336,433.81,248.47,233.74,329.23,274.45,238.39,146.89,168.89,119.24,161.35,216.55,139.93,262.6,238.24,243.72,225.84
Cd36,NM_007643.3,2934.59,2991.21,3082.17,2482.23,2557.94,4233.28,3997.33,3159.79,3740.9,6225.75,3725.58,3812.6,4472.21,4290.83,3016.88,3550.8,2952.72,2706.16,1643.3,2356.53,3671.23,3872.23,5985.92,3709.16,5296.67,4190.73,2965.35,3469.4,4089.32,3950.84,430.43,279.92,784.41,354.88,268.54,473.32,344.86,345.05,507.81,739.14,274.39,656.71,349.61,306.78,322.66,630.12,281.15,596.08,436.58,500.11,254.42,313.15,328.26,277.53,355.12,498.08,542.97,255.59,239.8,767.04,1039.67,3520.72,1201.34,1380.01,807.95,371.05,2508.02,916.21,2003.17,1901.14,459.82,376.44,1495.67,1394,694.52,3908.25,641.45,632.5,6470.93,1903.07,3948.48,1439.88,721.41,540.17,559.52,761.16,5203.44,6948.59,1744.68,1144.96,1716.46,1910.45,1390.48,1508.57,1548.23,1403.17,1026,1580.14,2525.34,758.16,445.88,376.03,246.05,235.38,321.34,1792.73,1067.39,1067.99,938.63,909.86,1927.18,2078.54,1961.03,2263.21,1485.65,1349.63,2119.22,2146.29,2137.55,2942.41
Cd37,NM_007645.4,5693.26,3921.03,5113.04,5145.1,4459.54,2760.26,2694.16,3644.47,4090.69,1921.17,2599.14,2370.36,2117.25,2612.42,2013.53,429.14,1080.13,536.04,466.61,546.07,1288.98,725.25,2151.93,2003.86,1377.39,4438.71,3854.84,4001.89,3838.58,3748.1,69.18,46.84,104.45,82.4,56.65,115.23,96.07,103.84,70.68,121.67,88.59,124.78,92.04,64.67,83.2,135.02,53.45,186.87,114.05,109.95,59.66,48.1,74.42,61.57,83.29,121.41,137.15,48.23,76.77,120.3,5069.33,4166.63,4661.39,5179.88,5184.46,2365.6,2282.58,3161.95,5043.33,2132.42,2831.74,2294.26,2078.28,2373.76,2534.69,2075.76,3496.43,2601,2074.53,2350.77,2271.42,2184.03,3433.54,3445.67,3028.15,4069.05,3118.07,3148.47,3942.93,3553.56,2369.84,2121.01,2265.48,2301.38,2540.56,1077.94,1223.45,1852.19,1386.99,1459.46,1112.38,1219.18,1262.29,1157.13,1294.99,2305.93,3809.88,3404.72,3134.24,3532.15,2746.81,2287.74,2288.94,2237.04,2321.66,1866.45,2428.65,2183.35,2088.57,2146.15
Cd38,NM_007646.4,2274.04,1786.35,2381.81,2204.7,2043.51,2540.27,3077.45,2555.3,2520.16,3142.87,1825.69,1813.49,1869.08,1951.75,1790.79,237.41,587.35,307,249.54,270.76,698.48,473.78,1282.16,1019.41,671.64,2042.54,1601.75,1761.71,1858.49,1627.96,116.83,148.53,186.38,186.78,146.16,216.51,266.65,267.03,259.34,423.01,307.75,410.92,352.8,292.68,327.74,384.3,113.31,313.18,303.53,244.15,125.5,152.66,129.98,134.97,153.18,199.67,262.41,101.44,152.19,232,1291.28,1177.99,1481.39,1632.97,1504.04,1586.27,1803.52,1763.53,1959.71,2207.97,1310.69,1035.51,1315.18,1455.32,1832.79,919.4,1098.88,970.05,973.81,1166.26,901.42,1134.07,1271.92,1385.75,1443.41,1488.29,1387.69,1632.72,1449.87,1314.94,658.79,609.69,672.77,486.27,757.14,649.04,712.3,550.44,695.19,616,239.2,266.51,306.01,242.57,351.87,371.55,615.5,497.86,494.01,413.21,540.55,500.92,619.61,606.14,552.02,1126.19,973.73,865.08,767.32,784.64
Cd3d,NM_013487.2,1225.56,1032.6,1388.5,1071.85,1150.66,1266.42,1242.48,1309.96,1306.43,1202.61,1192.77,1306.03,1282.62,1394.61,1244.66,121.82,277.03,184.92,146.58,211.66,323.93,213.2,607.34,562.16,375.23,997.79,738.84,760.69,677.97,696.13,44.58,21.71,89.09,64.82,25.18,17.05,19.09,15.93,13.59,26.15,19.56,22.52,17.9,9.12,31.45,19.04,33.67,166.11,54.05,11.82,24.69,16.21,46.38,35.99,16.25,81.92,79.54,17.9,35.23,60.15,3219.9,2460.54,3361.91,2212.1,3159.49,3475.99,3071.62,3733.72,2825.31,3072.97,3988.7,3596.96,3408.06,3491.14,3343.53,2489.65,3081.06,3079.47,2868.34,3114.24,2552.58,3093.83,3466.15,2851.48,2570.57,1552.76,2220.61,1974.06,2834.73,2283.51,196.73,162.76,163.9,207.03,212.55,221.55,228.82,190.68,226.65,235.57,58.06,55.24,45.49,71.87,61.05,204.35,288.27,256.96,279.94,333.75,205.64,124.75,134.14,183.15,140.22,151.21,120.65,86.83,82.8,105.82
Cd3e,NM_007648.4,618.6,533.91,717.14,552.67,514.43,664.42,594.09,623.34,664.46,552.22,568.84,646.34,594.29,546.68,521.7,40.84,143.84,97.3,69.49,93.45,187.84,112.98,312.42,236.7,217.61,529.71,399.88,415.62,315.31,379.82,10.76,10.28,40.96,24.17,11.19,9.82,8.62,6.59,3.81,11.94,8.63,6.57,7.67,6.63,9.13,10.39,16.03,89.97,16.04,9.46,8.23,6.8,22.94,16.1,10.16,44.61,40.08,7.46,16.26,44.68,1717.88,1238.87,1677.68,1074.3,1648.68,1492.47,1458.31,1581.66,1225.75,1523.38,1716.57,1786.01,1434.63,1644.73,1580.8,999.97,1302.88,1173.23,1267.77,1399.23,1194.9,1503.59,1536.74,1309.92,1318.3,775.48,1309.31,945.26,1204.95,1205.9,83.03,102.05,70.05,94.69,110.68,112.2,125.48,97.88,120.09,90.71,46.45,36.83,29.98,57.5,41.77,104.5,194.78,148.56,109.78,139.06,94.01,72.93,102.2,76.31,74.55,69.96,72.39,49.77,51.31,61.95
Cd3eap,NM_145822.2,60.58,73.28,62.56,52.64,104.07,99.59,89.43,74.05,73.05,77.72,64.08,78.79,69.23,62.81,73.27,46.37,73.25,39.89,55.28,49,49.49,72.89,64.98,88.76,49.4,76.3,72,58.43,71.03,47.63,59.18,50.27,62.47,45.05,48.25,53.74,51.73,47.8,58.17,43.21,40.27,58.17,56.24,47.26,42.62,57.99,49.17,66.62,57.02,63.25,67.89,45.48,49.44,56.36,46.32,46.08,67.01,43.26,50.58,56.71,38.32,58.24,68.05,53.82,62.15,56.55,84.54,59.24,77,60.13,72.82,71.25,62.38,84.48,73.75,69.51,79.92,64.45,64.75,58.94,69.06,70.08,53.49,55.06,55.6,75.22,70.69,69.22,60.47,60.94,81.22,68.46,109.71,89.87,76.72,110.78,201.14,124.58,131.93,136.74,87.09,102.73,132.33,93.43,112.47,153.26,148.03,88.33,153.69,131.11,170.39,157.38,132.01,124.28,147.32,178.29,65.29,76.24,69.97,61.95
Cd3g,NM_009850.2,883.05,750.9,1003.99,832.6,771.05,914.14,820.87,1013.77,901.86,913.55,876.87,912.09,902.54,985.18,889.04,83.06,217.76,121.47,120.2,144.47,264.32,131.2,384.9,446.5,265.83,786.5,670.17,590.91,488.57,399.36,23.06,9.14,67.59,30.76,13.99,8.27,10.47,8.79,2.72,14.78,10.35,7.51,10.23,11.61,16.23,17.31,28.33,134.96,46.33,7.68,13.03,11.5,39.76,37.89,17.47,84.84,61.37,14.92,37.03,60.15,2470.17,1894.04,2869.86,1572.69,2452.11,2514.58,2319.57,2774.8,1842.97,2286.61,2749.48,2768.08,2561.36,2678.99,2561.73,1816.69,2111.53,2051.52,2009.78,2263.76,1977.94,2273.23,2961.3,2332.09,2068.97,1140.84,1953.21,1398.79,2155.91,1581.14,83.03,103.34,71.37,85.06,125.77,119.3,125.48,99.16,115.02,129.97,29.03,23.26,28.95,34.14,22.49,65.02,93.49,100.38,71.36,51.65,52.88,51.82,76.65,52.33,69.22,56.42,53.94,42.35,57.14,42.59
Cd4,NM_013488.2,470.65,379.73,459.27,485.68,578.29,627.26,549.37,704.12,654.62,763.56,495.77,512.8,487.19,533.88,338.03,63.68,127.86,133.56,100.42,117.2,218.2,112.98,347.41,295.87,199.96,469.55,373.3,425.54,350.82,343.18,16.14,10.28,17.41,16.48,11.89,3.1,4.93,9.34,5.44,10.8,6.9,8.44,7.67,2.49,12.18,16.45,6.41,40.66,24.95,7.68,10.97,10.98,10.19,14.68,14.22,26.33,35.7,5.47,9.94,24.06,1025.62,988.71,1190.87,705.07,1201.19,1589.02,1454.79,1443.89,1215.81,1776.25,1178.54,1023.63,1145.31,1505.74,1192.36,1110.55,883.31,1161.22,1087.77,1633.61,902.65,1267.86,1240.61,1135.4,1175.81,1031.59,1100.31,828.29,928.28,901.22,191.32,184.72,195.62,173.33,137.09,322.39,300.79,109.33,274.02,341.17,121.92,120.17,98.21,100.62,117.29,167.2,233.74,369.38,241.52,317.85,258.52,101.72,210.8,255.1,182.82,178.29,195.88,187.42,235.56,252.94
Cd40,NM_011611.2,502.11,358.79,523.36,428.26,365.42,264.58,292.25,387.74,310.45,162.26,265.31,217.67,192,260.54,184.65,33.92,109.88,40.49,30.94,39.91,110.23,60.13,179.95,223.25,170.56,412.32,354.47,328.53,354.05,351.73,28.44,5.71,63.49,21.97,20.28,8.27,12.32,16.48,5.98,25.02,17.83,24.39,15.34,10.78,20.29,27.7,21.38,109.87,74.84,16.55,15.77,12.55,34.15,24.63,16.25,49,65.76,10.44,22.13,43.54,498.12,477.81,518.22,510.24,623.76,376.57,401.56,489.1,493.03,306.83,507.02,396.63,331.78,415.61,373.69,298.57,458.48,444.61,344.46,380.33,452.56,401.38,559.65,417.59,423.99,589.22,487.15,441.6,580.55,391.28,111.9,83.96,97.81,75.43,115.71,38.35,75.66,64.83,43.98,70.4,20.9,21.32,25.85,35.94,22.49,41.8,15.58,52.2,38.42,39.73,94.01,84.45,40.46,67.59,78.1,126.39,146.2,129.18,97.96,105.82
Cd40lg,NM_011616.2,182.9,152.27,201.41,160.3,171.48,144.18,146.93,165.6,202.29,125.44,123.66,137.55,158.04,120.97,116.26,44.99,39.29,36.86,19.27,30.81,76.48,89.29,129.97,145.25,88.22,148.2,122.96,115.76,82.86,113.58,16.14,21.71,28.67,19.78,18.88,13.43,14.78,9.89,13.59,13.08,8.63,19.7,14.06,10.78,18.26,24.24,10.69,23.36,11.88,10.05,15.09,8.36,14.78,7.58,8.13,19.75,20.04,6.46,9.94,8.59,402.33,280.6,431.85,274.49,388.72,227.59,265.95,340.31,263.28,188.11,310.14,338.44,354.34,366.56,269.2,248.02,290.23,279.65,265.47,366.3,218.26,244.65,300.04,272.16,221.26,157.6,293.52,248.25,270.62,314.3,110.1,96.88,100.45,142.83,96.84,69.59,73.81,88.99,91.34,79.88,69.67,74.62,44.45,89.84,93.19,164.88,763.53,397.49,373.25,325.8,176.27,149.7,83.04,115.56,97.62,157.98,95.1,48.71,48.98,70.98
Cd44,NM_009851.2,29.12,33.31,30.52,21.53,21.29,43.11,60.69,30.97,26.69,36.81,29.23,38.73,36.57,27.92,40.06,15.92,21.31,13.3,10.65,15.15,24.74,23.69,32.49,37.66,14.12,41.09,24.37,20.95,20.45,28.09,68.41,68.55,71.68,58.23,76.93,63.04,62.81,51.65,59.81,52.88,79.96,104.14,78.61,75.45,70.01,91.75,54.52,49.31,54.65,74.49,58.98,55.94,38.74,54.94,58.92,52.66,60.12,56.19,51.03,46.97,20.44,15.88,11.78,16.15,20.34,23.45,12.33,23.42,14.9,27.75,22.92,15.44,11.94,23.17,17.21,36.33,16.82,25.13,19.42,23.86,13.56,19.11,18.26,15.58,23.17,30.45,18.44,19.1,28.73,16.04,25.27,16.79,21.15,12.84,16.35,38.35,29.53,13.98,27.06,21.66,10.45,9.69,11.37,8.98,6.43,23.22,38.96,24.09,32.93,43.7,23.5,26.87,19.16,26.16,42.6,27.08,9.94,19.06,16.33,11.61
Cd46,NM_010778.3,18.64,2.86,6.1,5.98,10.64,16.35,7.99,10.77,9.83,12.27,8.99,5.34,6.53,3.49,10.75,8.31,5.99,6.65,3.04,4.04,1.12,12.76,17.5,8.07,10.59,13.21,6.65,7.72,7.53,4.89,5.38,8,6.14,1.1,4.9,5.68,3.08,5.49,3.81,6.25,3.45,1.88,8.31,7.46,11.16,12.12,2.14,12.11,1.78,3.55,6.17,3.14,1,3.79,2.84,4.39,1,2.98,1,1,14.05,1.32,9.16,8.61,3.39,8.28,12.33,2.76,1.24,6.17,13.48,8.31,7.96,5.45,7.38,6.32,1.05,2.18,15.54,15.44,1.23,3.82,13.05,2.08,6.95,10.75,6.15,4.77,6.05,16.04,14.44,7.75,5.29,19.26,8.8,18.46,9.23,7.63,18.61,8.12,9.29,5.81,2.07,14.37,12.85,9.29,7.79,4.02,32.93,35.76,26.44,5.76,2.13,23.98,17.75,13.54,7.1,7.41,10.5,11.61
Cd47,NM_010581.3,4884.76,4660.51,4443.2,4722.82,4707.88,3953.84,3732.22,4034.9,3917.9,4434.11,4320.28,4453.6,4242.33,4236.16,3843.4,9193.31,7264.59,8388.02,5884.42,7725.27,8470.6,7950.37,8845.17,6439.24,9139.5,5286.83,4764.27,5040.39,5007.27,5278.37,827.04,546.12,1194.03,856.99,707.02,533.78,570.25,477.46,423.54,685.12,546.47,637.01,680.04,499.96,595.61,747.83,717.83,1413.63,1057.89,654.4,693.32,610.62,892.51,791.85,611.91,1157.06,940.65,539.03,666.12,1033.98,4156.11,3888.68,3979.59,4464.04,4122.26,4488.44,4801.17,4779.43,4135.5,4204.71,4208.5,3728.77,3872.56,4258.32,4400.67,4845.03,3982.25,4851.34,3978.13,4726.8,4095.22,4519.7,4443.25,4023.24,4598.99,4321.58,3972.5,3747.61,4060.85,4041.05,5530.23,5695.2,5585.73,5341,5360.34,3551.96,3196.11,4336.18,3624.79,3907.23,4631.82,4021.93,3285.47,4630.31,5555.94,5524.48,7097.76,5922.13,5878.76,6051.15,5346.74,5276,5823.48,5719.07,5055.12,4367.1,6072.35,5516.61,5408.59,7624.46
Cd48,NM_007649.4,1836.01,1418.04,1858.46,1742.95,1404.91,2021.51,2146.39,1786.56,1862.72,2244.32,2092.13,2190.08,2435.94,2242.54,1978.36,495.59,572.7,481.65,448.86,462.21,810.95,532.09,1382.14,1118.93,879.84,1691.85,1212.94,1329.55,1381.76,1148,85.32,41.13,230.41,110.97,65.04,56.84,36.33,69.78,22.84,154.08,87.44,91,88.84,53.06,76.1,148.01,76.97,397.96,209.08,78.62,70.63,65.87,116.72,102.77,81.67,272.81,209.8,61.16,97.55,164.41,2138.09,1763.01,2075.51,1893.48,1984.29,1944.9,1798.24,1953.66,1962.19,2035.28,2141.33,2042.51,2010.6,1966.32,2036.85,2088.4,2088.39,2398.9,1746.91,2251.12,1742.41,2127.97,2148.57,1955.01,1964.71,2131.24,1604.37,1515.75,2027.4,2010.9,804.99,794.41,888.22,956.5,911.84,1229.91,1158.87,964.87,1190.78,1031.64,733.85,856.72,945.94,828.32,923.85,880.11,1153.09,1236.62,1652.2,1315.12,984.15,850.22,1034.81,976.8,997.53,771.86,894.24,823.79,931.75,863.37
Cd5,NM_007650.3,400.75,302.64,463.85,350.5,363.05,269.04,277.88,335.23,349.79,245.43,287.79,341.87,241.64,309.4,246.2,33.22,93.23,63.45,36.52,46.47,106.85,92.93,167.46,158.69,128.21,378.57,276.93,252.46,218.46,273.57,7.69,9.14,17.41,20.88,11.89,6.2,5.54,6.59,2.72,3.98,8.05,5.63,5.75,4.15,9.13,7.79,9.09,51.04,17.23,5.91,7.54,7.84,16.31,10.89,8.94,21.21,29.43,8.45,11.29,15.47,961.76,798.12,950.08,664.17,984.23,717.27,658.71,761.9,655.72,804.86,995.15,1018.88,870.6,850.3,726.48,674.54,789.72,843.33,770.5,891.19,712.75,942.93,914.48,692.87,792.37,537.29,746.86,720.88,763.49,776.14,36.1,40.04,31.72,24.07,33.96,32.66,38.75,24.15,45.67,33.85,19.74,6.78,12.41,14.37,14.46,20.9,62.33,48.18,49.4,35.76,20.56,23.03,23.42,32.71,19.52,29.34,22.71,19.06,17.49,36.13
